幼苗序号,height_t,height_m,area_t,area_m,r_mean,g_mean,b_mean,r_std,g_std,b_std,r_offset,g_offset,b_offset,g/b,g/r,g/rgb,r/rgb,b/rgb,ExR,NDI,EXG,ExGR,CIVE,VEG,com,h_mean,s_mean,v_mean,h_std,s_std,v_std,h_thirdMoment,s_thirdMoment,v_thirdMoment,L_mean,a_mean,b_mean,L_std,a_std,b_std,L_offset,a_offset,b_offset,contrast0,contrast90,contrast180,contrast270,dissimilarity0,dissimilarity90,dissimilarity180,dissimilarity270,homogeneity0,homogeneity90,homogeneity180,homogeneity270,energy0,energy90,energy180,energy270 ,correlation0,correlation90,correlation180,correlation270,asm0,asm90,asm180,asm270
第25株,2.1,2.153,6.153,4.0561,4.533571946,6.867456506,5.315067355,23.37982757,34.62428046,27.22787294,40.97737858,59.28789978,47.23081555,1.292073279,1.51480038,0.410828975,0.271209976,0.317961049,-0.031135008,0.204708248,0.232486925,0.263621933,18.6963113,1.435945715,6.480466962,3.901315392,9.350844207,6.896195783,16.9526203,41.38492973,34.62008986,29.38515464,70.73304134,59.27860444,6.707268636,127.0460161,129.0279917,33.89864746,4.961492087,5.408886222,58.0087591,8.710545708,9.50894095,0.283670008,0.27831897,0.21210056,0.437994002,0.047124383,0.048502335,0.040330153,0.066755248,0.987786506,0.987087165,0.988341286,0.98422029,0.960345764,0.960306713,0.960659316,0.959586606,0.960458251,0.961308931,0.970438009,0.939111387,0.922263986,0.922188982,0.922866321,0.920806454
第26株,3,3.035,6.8148,8.6592,12.04557933,15.4828964,12.17897832,40.76381404,51.37579198,40.85387461,61.35663129,75.95337944,60.8913654,1.271280397,1.285359216,0.389924178,0.303358138,0.306717683,0.034777215,0.124864054,0.169772535,0.134995321,18.72311374,1.279693719,6.415981373,8.349860643,15.28016094,15.52526946,24.03102224,50.62184904,51.36441071,35.44754712,80.26870572,75.93576448,15.21186529,126.2187039,129.4074408,50.49199547,5.890405965,4.908209608,74.48193873,8.688351943,7.652163361,0.413683473,0.71127809,0.53114405,0.64636236,0.07162465,0.102710674,0.079296142,0.098132022,0.979465424,0.974081121,0.979568424,0.975485886,0.912752234,0.911576647,0.912237478,0.911353216,0.975300156,0.95763806,0.968357904,0.961504531,0.83311664,0.830971983,0.832177217,0.830564684
第27株,2.6,2.635,10.5078,8.521,10.79775446,14.74006067,11.28306792,37.53268431,50.25900855,39.0162925,57.05936887,74.79282917,58.81612593,1.306387657,1.365104265,0.400317957,0.293250829,0.306431215,0.010233203,0.154371319,0.20095387,0.190720667,18.71011677,1.344286616,6.444112365,7.543053686,14.30631258,14.78399647,22.84830298,48.18348656,50.24774588,34.45935677,76.88164733,74.77477662,14.4047619,126.0851092,129.6485213,49.1598211,6.583514002,5.843539728,73.05541379,9.847873396,9.024543115,0.383435369,0.433035575,0.355624185,0.607441875,0.069647804,0.07854275,0.065786206,0.097559837,0.980045541,0.977656106,0.980952615,0.975037777,0.917500935,0.917120403,0.917647653,0.916273563,0.975534601,0.97244068,0.977309922,0.961341086,0.841807965,0.841109834,0.842077215,0.839557243
第28株,2.8,2.945,7.8256,7.5684,5.735063942,9.644444965,7.551571046,25.6695561,41.58804887,33.03203276,43.22410926,67.20426754,54.09113959,1.277144174,1.681663023,0.420583984,0.250100037,0.329315979,-0.070443932,0.254194139,0.261751952,0.332195884,18.68346216,1.533495057,6.515967432,4.705578053,12.08097501,9.679197584,18.26510744,46.16262596,41.58149836,30.69843594,74.52121604,67.19181404,9.383519424,126.6223013,129.7490227,40.53332281,6.123847463,7.913998748,65.4743726,10.12045834,13.23572125,0.37181353,0.369593874,0.213467497,0.511298726,0.054958296,0.058753374,0.04057776,0.072547235,0.986505177,0.984764034,0.987978699,0.983135548,0.946874879,0.946705014,0.947476243,0.946119091,0.963092187,0.96340986,0.978810611,0.949380947,0.896572037,0.896250383,0.897711232,0.895141334
第29株,3,3.521,10.8584,9.5612,17.66426459,22.39201602,17.14256764,51.69645074,65.08556559,50.19815571,72.27788063,90.37361416,70.2327856,1.306222994,1.267644963,0.391476694,0.308822033,0.299701273,0.040874152,0.118027719,0.174430082,0.133555931,18.72156291,1.279272219,6.416174876,9.462317888,14.93604369,22.4304258,25.12513446,47.53933149,65.07334646,35.64313356,76.16331573,90.3558548,21.68451403,125.3753658,129.8011048,63.09780447,7.69520556,5.448710888,87.58546592,10.76732049,7.963519082,0.493875982,0.61922859,0.421999561,0.757364744,0.077223046,0.090273188,0.069196849,0.107142857,0.978156655,0.975446857,0.979687787,0.971935793,0.892801176,0.892355902,0.893207814,0.891724135,0.981799251,0.977213054,0.98443276,0.972129599,0.79709394,0.796299055,0.797820198,0.795171932
第30株,3.2,3.206,8.406,8.2356,8.383233939,11.85672118,9.12608807,33.75554646,47.26438122,36.66294613,53.47983621,74.02698346,57.7942299,1.299211786,1.414337387,0.403756172,0.285473732,0.310770096,-0.004092947,0.171615363,0.211268516,0.215361463,18.70556915,1.373998327,6.456199528,5.570698172,11.82322069,11.88868558,19.70854569,45.15192827,47.25750724,31.62728914,74.47467087,74.01486606,11.49507545,126.4524186,129.4531791,45.8999482,6.314823368,6.112317473,71.84697305,10.09688208,9.983418951,0.370397215,0.557981768,0.363613024,0.54607953,0.058317667,0.077712832,0.058052434,0.076925407,0.985011217,0.981689157,0.984723179,0.981811612,0.939168282,0.938672991,0.939539496,0.938626424,0.973019726,0.959340945,0.973439585,0.960208383,0.882037061,0.881106984,0.882734465,0.881019564
第31株,3.3,3.458,6.8242,6.395,11.69774428,15.1643264,11.81900363,40.00081902,51.07865628,40.24213633,60.1679901,75.6902248,60.20288674,1.283046091,1.296346205,0.392034779,0.302415186,0.305550036,0.031346482,0.129051188,0.176104336,0.144757854,18.72053666,1.290945194,6.421024481,7.633692757,13.58260599,15.20324898,22.82163639,47.03321085,51.06847757,34.04910215,76.36251572,75.67411232,14.87417819,126.2020234,129.4113509,50.12451506,6.086372654,4.908890443,74.14358651,9.049793494,7.537283118,0.391633523,0.76542735,0.558774005,0.673660969,0.066434659,0.104444444,0.078734787,0.097621083,0.980982482,0.974582125,0.980274162,0.975924855,0.915750136,0.914404514,0.91531456,0.914430124,0.976319038,0.953836881,0.96622327,0.959371335,0.838598312,0.836135615,0.837800744,0.836182451
第32株,3.8,3.905,3.4736,5.2341,14.86733268,19.85843326,15.04175038,45.91796651,60.80156037,46.36038197,65.65718987,86.15828049,66.11419279,1.320220903,1.335709215,0.399023997,0.298735677,0.302240326,0.019205951,0.143729028,0.19707199,0.177866038,18.7119715,1.329449919,6.438097753,8.241924598,14.51360026,19.89317554,23.15494352,46.95994174,60.79127685,33.76147976,75.18761958,86.14276018,19.2160739,125.4751852,129.99278,58.90250197,7.840723147,6.325303109,83.42303435,11.24415391,9.299632199,0.407957693,0.519520799,0.46190836,0.730189171,0.073753463,0.089281909,0.078945712,0.108143729,0.978225539,0.97460107,0.977391341,0.972026275,0.902148221,0.901867327,0.90230199,0.901073585,0.982394342,0.977577486,0.980015388,0.968482249,0.813871413,0.813364676,0.814148881,0.811933606
第33株,4,4.125,4.5968,5.0126,16.6974234,22.46952551,17.48725152,48.9490916,64.63074809,50.70006611,69.40107206,89.8974475,71.04334011,1.284908923,1.345688193,0.396608289,0.29472525,0.308666461,0.016007061,0.147371758,0.189824868,0.173817807,18.7146361,1.323998878,6.435260462,9.177030577,16.2093568,22.51274057,24.20325394,49.13360618,64.61692465,34.73717844,76.93477338,89.87758607,21.7876282,125.2782746,130.3707742,62.68118001,7.858938256,7.015518909,87.07081845,10.95619566,10.04930002,0.488620493,0.724219707,0.474410558,0.663324261,0.082275267,0.104521797,0.077407169,0.101593213,0.976654141,0.972459777,0.977989453,0.97326615,0.88875032,0.887865178,0.888914714,0.887842193,0.981452088,0.972577587,0.981992374,0.974883379,0.789877131,0.788304574,0.790169369,0.78826376
第34株,2.9,2.981,3.5486,3.5206,12.53719369,16.71217941,12.73288313,41.52539364,54.90823962,42.15628134,61.09598835,80.04182749,61.89927084,1.312521229,1.333007994,0.39807721,0.298630774,0.303292016,0.020005875,0.142737614,0.194231629,0.174225754,18.71309798,1.325138826,6.436135784,7.726709307,13.90672613,16.7527933,23.0617108,46.91228436,54.8972908,34.51629675,75.56683913,80.02452475,16.25556279,125.8867922,129.6865319,53.45518575,7.033427821,5.77444416,77.86025829,10.35411791,8.764613106,0.383848994,0.39829379,0.348429865,0.62864006,0.067131398,0.07239021,0.06437314,0.095964312,0.980614986,0.978496702,0.980652253,0.975266233,0.913420455,0.913355652,0.91369109,0.912348948,0.979664765,0.97892177,0.981513952,0.966730464,0.834336928,0.834218546,0.834831408,0.832380602
第35株,2.6,2.587,5.3621,4.2536,12.90661657,17.569671,13.0773384,41.61608398,56.20898937,42.18224645,60.50771785,81.02525767,61.35378113,1.343520406,1.361291777,0.403403175,0.296338509,0.300258316,0.011470737,0.153005986,0.210209525,0.198738788,18.70659976,1.354303029,6.448919349,7.039589443,11.68074902,17.59316196,21.13209679,40.55281259,56.20232472,31.30982264,67.41985323,81.0150374,17.03417491,125.6208532,129.881308,54.53116431,7.657824151,6.158085929,78.57102306,11.08943052,9.087896557,0.307920853,0.349574953,0.212710229,0.455087889,0.057430777,0.063399912,0.044833502,0.076162831,0.982999483,0.981344714,0.985546616,0.978803433,0.909384082,0.909342755,0.910108502,0.908858852,0.984266207,0.982148572,0.989112731,0.976759314,0.826979408,0.826904247,0.828297486,0.826024413
第36株,2.7,2.596,4.5632,5.1236,12.51382414,16.75584137,12.89872466,38.47270339,50.91297501,39.66206624,55.43644813,72.4236784,57.10581715,1.299030859,1.338986484,0.397355491,0.296758403,0.305886106,0.018106274,0.144928791,0.192066473,0.173960199,18.7138563,1.324530123,6.435681205,8.568226174,15.14678657,16.79317332,23.57540527,48.19863857,50.90200725,34.18493912,76.53989233,72.40718852,16.5189743,125.8618061,129.7773704,50.24419247,6.564544969,5.620700648,71.3823786,9.416430911,8.33362896,0.426413043,0.723133515,0.465742999,0.65133515,0.078899457,0.112724796,0.080017939,0.108092643,0.976286908,0.970811012,0.977847568,0.970986033,0.899286612,0.897742686,0.898903338,0.897791336,0.973437628,0.955063485,0.970993473,0.959525135,0.80871641,0.805941931,0.808027211,0.806029283
第37株,4.1,4.251,8.5697,7.956,28.322161,36.73696103,27.56596055,60.60843599,77.96351137,58.94607337,75.3365786,95.96704194,73.22756353,1.332692941,1.297110098,0.396620008,0.305772046,0.297607946,0.031460856,0.129340817,0.189860025,0.158399169,18.7152407,1.307550776,6.428869583,15.03916947,22.8802246,36.78479312,29.62920266,54.39308128,77.94201326,37.80482404,80.49949507,95.94046763,35.63276183,123.3551751,131.2671226,75.66557256,9.971264673,7.217073967,93.05914517,12.40210647,9.39013505,0.68034897,0.889815605,0.505080765,0.870523146,0.115628387,0.139326877,0.096165716,0.140881747,0.966084391,0.960657366,0.970182473,0.960459643,0.816937482,0.816262583,0.817823453,0.816102391,0.982261943,0.976797862,0.986817464,0.97730368,0.667386849,0.666284604,0.668835201,0.666023112
第38株,3.6,3.751,5.9642,6.3512,14.13309919,19.61114812,14.71261505,43.86425026,60.16336178,45.34249715,63.09973696,85.4729654,64.74212284,1.332947817,1.387604223,0.404713536,0.291663523,0.303622941,0.003615396,0.162340232,0.214140608,0.210525212,18.70477077,1.368055243,6.454504402,8.207392213,15.11956522,19.65128073,23.20267257,47.44875994,60.1515375,34.01269589,74.72650053,85.45513215,18.9528052,125.3665072,130.2387293,58.15639365,8.194955074,7.162407178,82.53118092,11.76801698,10.56630311,0.300552587,0.506279208,0.377266552,0.500997062,0.061983847,0.088411246,0.071360804,0.086752013,0.980693956,0.975051869,0.979012942,0.975681624,0.902326162,0.901187339,0.9016002,0.901182313,0.986518365,0.977341626,0.983115014,0.977578087,0.814192503,0.81213862,0.81288292,0.812129562
第39株,2.6,2.695,2.1596,3.0152,16.31786647,21.65934692,16.48457615,47.75683092,62.93124967,48.27712135,66.94842063,87.44159087,67.68477168,1.313915913,1.327339389,0.397698039,0.299620461,0.3026815,0.021770606,0.140649615,0.193094118,0.171323512,18.71360689,1.321742518,6.43473543,8.644332949,13.752391,21.69437697,23.51529412,44.15907968,62.92028583,33.8528438,71.68748152,87.42547658,20.9982466,125.2793296,130.1335317,61.0534825,7.982392855,6.419661558,84.79264984,11.17905819,9.257292067,0.448986116,0.527297568,0.316822188,0.638655462,0.077517964,0.086689717,0.061208957,0.099100131,0.977234989,0.974813438,0.980827149,0.973025969,0.892399477,0.891957827,0.892880745,0.891435078,0.981947837,0.978850042,0.987260831,0.974383466,0.796376827,0.795588766,0.797236024,0.794656499
第40株,4.7,4.851,8.0459,8.6201,9.315560718,13.07864364,9.979363897,35.95725333,49.93543337,38.36371549,56.07614524,76.90398032,59.49066965,1.310568868,1.403956674,0.403991415,0.287752053,0.308256533,-0.001138541,0.168038251,0.211974244,0.213112785,18.70541538,1.371195313,6.455317782,5.527977443,10.67058205,13.10749766,19.51661435,41.29681462,49.92883801,31.25879218,69.53660896,76.89272123,12.65820039,126.2763996,129.5623466,48.37374672,6.658505622,6.137980392,74.46546364,10.33869996,9.642281354,0.216907887,0.421807178,0.285678709,0.368706714,0.045367983,0.068259436,0.052166652,0.062942045,0.985680722,0.981471558,0.984615042,0.981967669,0.934599288,0.933730095,0.934385597,0.934017311,0.985859386,0.972571278,0.981376601,0.976024225,0.87347583,0.87185189,0.873076443,0.872388337
第41株,3.5,3.452,11.56,12.063,14.58483817,20.16468881,15.33619704,42.53956717,57.95847734,44.44433677,60.06496996,80.38792292,62.248907,1.314842836,1.382578852,0.40260352,0.291197511,0.306198969,0.005072995,0.160573427,0.207810561,0.202737566,18.70726825,1.358530661,6.450235165,9.427363227,17.63707354,20.21719161,24.85593667,51.6514884,57.94188232,35.75786465,79.28190376,80.36372765,19.68333857,125.3248915,130.335368,56.6308815,7.816342089,6.937262142,78.48620436,10.97847549,9.910969704,0.460717158,0.806364247,0.499772075,0.611915323,0.081400804,0.123151882,0.087268388,0.098944892,0.975980779,0.967750943,0.974944763,0.972821041,0.890179181,0.888554603,0.889501531,0.889177823,0.977646354,0.960960268,0.975835872,0.970376991,0.792418974,0.789529283,0.791212974,0.7906372
第42株,3.6,3.295,4.0569,5.2061,17.01667827,22.15855465,16.89987114,47.97522264,62.09516481,47.60808136,66.28679545,85.2334611,65.71427978,1.311167078,1.302166868,0.395158511,0.303462268,0.30137922,0.029688664,0.131253243,0.185475534,0.15578687,18.71685931,1.304050502,6.427081954,8.874772266,13.38049709,22.18616415,23.40484456,41.98811985,62.08624188,32.87711257,68.43250374,85.2205539,21.59796632,125.2694666,130.038089,60.52295652,7.746235573,5.957372253,82.957135,10.74708345,8.625959316,0.36374236,0.687293361,0.38076249,0.472328955,0.074302095,0.113096834,0.073093032,0.087734191,0.976384948,0.968675849,0.977719414,0.973705913,0.885501776,0.884279282,0.885263155,0.884898723,0.98498706,0.971656672,0.984305344,0.980509327,0.784113395,0.781949849,0.783690854,0.783045751
第43株,1.9,2.341,6.0157,6.3205,15.76474718,20.45059631,15.4099711,46.74714546,60.30654129,45.79485095,65.76836571,84.39764827,64.62595433,1.327101536,1.29723592,0.396135045,0.305368545,0.298496411,0.031380917,0.129388505,0.188405135,0.157024217,18.71579812,1.306033726,6.428088003,8.920668822,14.39510257,20.48355202,24.28879958,45.75677307,60.2962878,34.78395429,73.45863999,84.38262915,19.88222423,125.4305003,129.8288812,58.65372924,7.624744021,5.709288328,82.0050389,10.72250891,8.575886407,0.348645289,0.499789752,0.37767694,0.585390761,0.063040125,0.084174326,0.065040285,0.088574518,0.981080466,0.976334321,0.98092398,0.976271057,0.895115808,0.89423923,0.895007933,0.893997242,0.984787194,0.978243941,0.983518895,0.974517693,0.801232309,0.799663801,0.801039201,0.799231069
第44株,3,3.254,6.3249,6.3296,23.30166849,31.50584121,24.08965507,56.47843997,75.86175169,58.25528717,73.3704143,97.72017863,75.39929242,1.307857714,1.352085205,0.399327926,0.29534228,0.305329794,0.014151265,0.149690668,0.197983779,0.183832514,18.71141797,1.335918011,6.440713709,11.43017509,18.63377866,31.54718648,26.04575655,49.7993916,75.84553511,35.45481879,76.34918649,97.6987101,30.39677535,124.0452843,131.2940749,73.25320571,9.633312964,8.17950404,94.34214268,12.53483703,10.85695723,0.415677263,0.531640613,0.449825794,0.797340442,0.077905693,0.094470046,0.081936685,0.119921087,0.975781665,0.971748131,0.975231248,0.967459392,0.853680367,0.852701201,0.853453675,0.85179235,0.988451386,0.985262418,0.987501483,0.977896967,0.728770169,0.727099337,0.728383175,0.725550208
第45株,2.2,2.354,2.036,3.562,24.68350918,32.01707314,23.83879616,56.00499662,72.21324747,54.20561646,71.07635408,91.00280787,69.03221408,1.343065855,1.297103783,0.397533154,0.306477523,0.295989324,0.031535378,0.129338424,0.192599462,0.161064084,18.71418809,1.310983907,6.430432226,13.14217764,19.467396,32.05363372,27.8201005,49.28789305,72.1978902,35.94325226,75.01004441,90.98323037,31.14620629,123.8618438,130.8459166,70.2749609,9.379459905,6.684182553,88.48917933,11.87332445,8.915522322,0.493167513,0.697388633,0.383324662,0.62875692,0.089880982,0.116381184,0.075413343,0.110106368,0.972551935,0.966782045,0.97634872,0.967281918,0.834642141,0.83333108,0.835173599,0.833618572,0.984944661,0.978756151,0.988297858,0.98084681,0.696627504,0.694440689,0.69751494,0.694919924
第46株,3.2,3.261,4.896,4.5698,14.91476161,19.85001109,15.20484503,41.87922554,55.11830775,42.66023583,58.06334492,75.53751241,59.11419992,1.30550565,1.330896973,0.397241604,0.2984766,0.304281796,0.020625636,0.141961218,0.191724811,0.171099175,18.71408873,1.321308019,6.434425823,9.876333425,16.81446653,19.88891652,25.13153315,49.87833467,55.10545986,35.39178673,77.67133443,75.51923637,19.55345464,125.4622877,130.0445987,54.3538131,7.158144046,6.024208292,74.42121824,9.961144796,8.881396134,0.37190027,0.706412162,0.459082025,0.564527027,0.075862534,0.115087838,0.081256319,0.09627027,0.976078399,0.969322836,0.976723697,0.972727303,0.884324375,0.88281876,0.883009315,0.883419704,0.980078728,0.962165782,0.975573762,0.969770247,0.782029601,0.779368963,0.77970545,0.780430373
第47株,2.1,2.235,5.3629,3.6529,5.481966017,7.717390657,6.193831812,26.35475554,36.37642737,29.39971552,44.89343951,60.74313639,49.40179166,1.245980015,1.407777909,0.397943364,0.282674818,0.319381819,-0.002198619,0.169358606,0.193830091,0.19602871,18.71236453,1.350951868,6.445429804,3.79558011,7.884439547,7.739177376,16.19150507,36.67515917,36.37286743,27.70157269,65.10009556,60.73577028,7.60640199,127.0694107,128.9806853,35.88321068,4.463927647,4.900286338,59.84279334,7.579712719,8.619898923,0.22263703,0.334199296,0.217806481,0.319173467,0.03881103,0.054645504,0.036456622,0.049681815,0.988941164,0.985847846,0.989981512,0.986852086,0.956013022,0.955251631,0.955437792,0.9555993,0.97234402,0.958478404,0.973155997,0.960385729,0.913960898,0.912505679,0.912861375,0.913170023
第48株,3.9,4.056,1.2506,3.5482,7.080457095,10.75699194,7.928702821,28.13155216,41.8066002,31.53465534,45.07356365,65.27067167,50.52804841,1.356715239,1.51925106,0.417485389,0.274796839,0.307717771,-0.032769814,0.206113264,0.252456168,0.285225983,18.6885511,1.462163324,6.492625579,5.420244915,11.74630788,10.78668659,19.17187419,43.72089626,41.80020083,30.73887966,71.4607804,65.25940951,10.49914032,126.3483246,129.5994564,40.86570047,6.504237782,6.465606422,63.77510658,10.24064032,10.41538206,0.250749145,0.406311339,0.299013777,0.434349992,0.054510684,0.072127435,0.057035308,0.076445719,0.982878487,0.979966752,0.983333088,0.978960138,0.935650843,0.93505615,0.935603751,0.934798772,0.975733341,0.960777646,0.971060008,0.958070997,0.875442499,0.874330003,0.87535438,0.873848744
第49株,2.2,2.156,5.293,6.5126,18.54974476,25.69076481,19.52188709,49.4894803,67.87141111,51.90357525,67.05805654,90.92809237,70.06683429,1.315998022,1.384965946,0.402914039,0.290919817,0.306166144,0.004373704,0.161413603,0.208742118,0.204368414,18.70688132,1.360394018,6.451057882,9.87903748,17.18971826,25.72917074,24.47219418,48.72938223,67.85786076,34.37066389,75.35863032,90.90934555,24.8557048,124.6313527,130.933774,65.70613431,9.010293471,7.90260621,87.97640557,12.20769012,10.79671699,0.524768398,0.7118177,0.373244753,0.628737982,0.092746533,0.11334696,0.0698626,0.103838292,0.973034433,0.968453231,0.978142961,0.970263984,0.872829429,0.871886251,0.873479705,0.872177103,0.981598458,0.9750971,0.986910688,0.978003639,0.761831212,0.760185634,0.762966795,0.760692899
第50株,3,3.261,8.5612,7.659,8.441070342,12.71390169,9.611113526,32.07712653,47.65494777,36.32459116,49.91242667,72.96782214,56.12193325,1.322833369,1.506195444,0.413244046,0.274362831,0.312393122,-0.029136083,0.201977641,0.239732139,0.268868222,18.69359944,1.441495287,6.483659412,5.019150509,10.34391212,12.73474046,17.77528182,39.24764389,47.65019379,28.61822691,65.57285871,72.95963555,12.34180361,126.1759557,129.8379489,46.29517834,6.941241443,7.050613188,70.84713984,10.77149824,11.00586957,0.263119274,0.375872368,0.255129323,0.406454433,0.050028698,0.062970787,0.048067422,0.065739054,0.985229205,0.982610251,0.985805258,0.982456764,0.932112793,0.931489133,0.932142227,0.931542492,0.980614546,0.972376785,0.981203337,0.97012928,0.868834259,0.867672005,0.868889131,0.867771414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
